episode,loss,policy_loss,value_loss,entropy,approx_kl
31,0.03861634433269501,0.03208671882748604,0.031601980328559875,0.9271364212036133,1.4072482585906982
32,0.175278902053833,0.16240194439888,0.04430115222930908,0.9273626208305359,1.6532193422317505
33,0.18664765357971191,0.17706090211868286,0.03772542625665665,0.9275954365730286,1.3595277070999146
34,0.0749504566192627,0.06832069158554077,0.03181640803813934,0.9278442859649658,1.5044045448303223
35,0.12925027310848236,0.1201786920428276,0.036704860627651215,0.9280842542648315,1.553508996963501
36,0.11410091817378998,0.10733906924724579,0.032090164721012115,0.9283227324485779,1.4539637565612793
37,0.14258122444152832,0.1277790665626526,0.04817553982138634,0.9285619854927063,1.5541330575942993
38,0.06371394544839859,0.06174011528491974,0.022523952648043633,0.928814709186554,1.3989088535308838
39,0.15571938455104828,0.15036454796791077,0.029290787875652313,0.9290562868118286,1.567640781402588
40,0.10404323786497116,0.09298035502433777,0.04071195796132088,0.9293091297149658,1.4392555952072144
41,0.1298598349094391,0.11966216564178467,0.038986463099718094,0.9295561909675598,1.4257876873016357
42,0.1817765086889267,0.16784197092056274,0.04646557569503784,0.929824709892273,1.6052820682525635
43,0.12825195491313934,0.11518100649118423,0.04474388062953949,0.9300987124443054,1.4890862703323364
44,0.1810290515422821,0.15822437405586243,0.06421688944101334,0.9303760528564453,1.4120019674301147
45,0.1048709973692894,0.08450925350189209,0.059336721897125244,0.9306617379188538,1.3488636016845703
46,0.1616891771554947,0.1587068736553192,0.024583153426647186,0.9309282898902893,1.5011261701583862
47,0.16638706624507904,0.1421993374824524,0.0669991746544838,0.9311851263046265,1.333237886428833
48,0.16926470398902893,0.13062326610088348,0.09591177850961685,0.9314454197883606,1.750551700592041
49,0.13555431365966797,0.113804891705513,0.06213316321372986,0.9317154884338379,1.5543780326843262
50,0.25223833322525024,0.22667430341243744,0.06976783275604248,0.9319909811019897,1.4782350063323975
51,0.09952685236930847,0.07740804553031921,0.06288321316242218,0.9322795867919922,1.364452600479126
52,0.23129712045192719,0.19742846488952637,0.08638858050107956,0.9325639605522156,1.648843765258789
53,0.1260978877544403,0.09500887244939804,0.08083505928516388,0.9328507781028748,1.4199845790863037
54,0.1437048763036728,0.1045990139245987,0.09687446057796478,0.9331360459327698,1.4074418544769287
55,0.2183820754289627,0.1759110689163208,0.10361020267009735,0.9334101676940918,1.3009072542190552
56,0.1395053267478943,0.10074878484010696,0.09618674218654633,0.9336822628974915,1.2479897737503052
57,0.15676073729991913,0.11332149803638458,0.10555757582187653,0.9339555501937866,1.5270562171936035
58,0.09454606473445892,0.061275824904441833,0.08522482961416245,0.9342180490493774,1.3878639936447144
59,0.21941766142845154,0.16420167684555054,0.12912169098854065,0.9344860315322876,1.6550735235214233
60,0.15839125216007233,0.10630805790424347,0.12286145985126495,0.9347543716430664,1.5621135234832764
61,0.1722354292869568,0.11259915679693222,0.137972891330719,0.9350178241729736,1.5126535892486572
62,0.11706797778606415,0.0558709017932415,0.14110013842582703,0.9352999925613403,1.4222530126571655
63,0.1690310686826706,0.09400574862957001,0.16876216232776642,0.9355767369270325,1.6633433103561401
64,0.2614436745643616,0.1847672164440155,0.17207011580467224,0.9358569979667664,1.5544319152832031
65,0.17062592506408691,0.10867142677307129,0.1426319181919098,0.9361464381217957,1.4811596870422363
66,0.1346806287765503,0.08483721315860748,0.11841558665037155,0.9364385008811951,1.479830265045166
67,0.3200110197067261,0.18111878633499146,0.2965191900730133,0.9367355108261108,1.6830308437347412
68,0.2029128223657608,0.10149364173412323,0.22157931327819824,0.937048077583313,1.4931340217590332
69,0.23223693668842316,0.11283903568983078,0.25754302740097046,0.9373613595962524,1.3289666175842285
70,0.23374362289905548,0.10945895314216614,0.2673225402832031,0.9376596212387085,1.3577232360839844
71,0.3392363488674164,0.19244037568569183,0.3123510777950287,0.9379578828811646,1.5921326875686646
72,0.2993914484977722,0.14856861531734467,0.32041090726852417,0.9382611513137817,1.357785940170288
73,0.3725559711456299,0.15804824233055115,0.44778645038604736,0.9385491609573364,1.5568767786026
74,0.2396218180656433,0.09368479251861572,0.31065088510513306,0.9388409852981567,1.5210609436035156
75,0.25448504090309143,0.05605022609233856,0.41565224528312683,0.9391317367553711,1.4537482261657715
76,0.263785719871521,0.0238546933978796,0.49865031242370605,0.9394129514694214,1.5191212892532349
77,0.28144389390945435,0.12103880941867828,0.33960387110710144,0.9396836757659912,1.539785623550415
78,0.3058553636074066,0.08400106430053711,0.46250784397125244,0.9399615526199341,1.5220849514007568
79,0.4085484743118286,0.17302638292312622,0.48984894156455994,0.9402409791946411,1.2490100860595703
80,0.2946757972240448,0.06387852132320404,0.48040494322776794,0.9405183792114258,1.5174920558929443
81,0.32784879207611084,0.06189325079321861,0.5507267713546753,0.940784752368927,1.3492571115493774
82,0.40151453018188477,0.13136108219623566,0.5591278076171875,0.9410445094108582,1.3423023223876953
83,0.3684530556201935,0.038802776485681534,0.6781267523765564,0.9413090944290161,1.5978379249572754
84,0.6228277683258057,0.1982266753911972,0.8680335283279419,0.9415712356567383,1.6153531074523926
85,0.48810580372810364,0.1089649647474289,0.7771185636520386,0.9418468475341797,1.5047340393066406
86,0.4714132845401764,0.08148331940174103,0.7987027168273926,0.9421373009681702,1.6097087860107422
87,0.5411884188652039,0.135522723197937,0.8301796317100525,0.9424164891242981,1.582485318183899
88,0.7391567230224609,0.21294447779655457,1.0712783336639404,0.9426977038383484,1.466049313545227
89,0.692945659160614,0.10452336817979813,1.1957042217254639,0.9429834485054016,1.5439244508743286
90,0.7116020321846008,0.17802643775939941,1.0860164165496826,0.943261444568634,1.3435420989990234
91,0.6786015033721924,0.1143215000629425,1.1474308967590332,0.9435445070266724,1.6763286590576172
92,0.5821593403816223,0.050478700548410416,1.082237720489502,0.9438233971595764,1.554378867149353
93,0.7228832840919495,0.14949661493301392,1.165655493736267,0.9441055655479431,1.4897634983062744
94,0.676243245601654,0.10188795626163483,1.1675982475280762,0.944381594657898,1.2898465394973755
95,0.9198147654533386,0.21128341555595398,1.4359560012817383,0.9446665048599243,1.685880184173584
96,0.7935886979103088,0.03772452473640442,1.5306274890899658,0.9449518918991089,1.466674566268921
97,0.8959917426109314,0.1288256049156189,1.553236722946167,0.9452232718467712,1.6060035228729248
98,0.7114884257316589,0.08249108493328094,1.2769044637680054,0.9454887509346008,1.6440619230270386
99,0.9839081168174744,0.044864147901535034,1.8970026969909668,0.9457398653030396,1.3457801342010498
100,0.843163251876831,0.050607454031705856,1.6040310859680176,0.9459760189056396,1.609083652496338
