episode,loss,policy_loss,value_loss,entropy
1,0.08148159086704254,0.0898107960820198,0.0017203548923134804,0.9189385771751404
2,0.1790507435798645,0.18765325844287872,0.0011797624174505472,0.9192385077476501
3,0.10788840055465698,0.11639923602342606,0.001367995049804449,0.91948401927948
