episode,loss,policy_loss,value_loss,entropy,approx_kl
1,0.08148159086704254,0.0898107960820198,0.0017203548923134804,0.9189385771751404,1.5500322580337524
2,0.1097114086151123,0.11861734092235565,0.000572903489228338,0.9192385077476501,1.4613295793533325
3,0.1457563191652298,0.15445995330810547,0.0009830347262322903,0.9195146560668945,1.660832166671753
